Weeklyearnings,female,age,agesquared,dropout,hsgrad,somecoll,collgrad,collplus
360,0,24,576,0,0,0,1,0
360,1,26,676,0,0,1,0,0
360,1,20,400,0,1,0,0,0
360,1,54,2916,0,0,1,0,0
360,1,39,1521,0,0,1,0,0
360,1,25,625,0,0,1,0,0
360,1,47,2209,0,1,0,0,0
360,1,24,576,0,1,0,0,0
360,0,37,1369,1,0,0,0,0
360.8,1,24,576,0,1,0,0,0
361,0,21,441,0,0,1,0,0
361.11,1,60,3600,1,0,0,0,0
361.76,1,44,1936,0,0,1,0,0
362,1,22,484,0,0,0,1,0
362,1,50,2500,0,0,1,0,0
362,1,24,576,0,0,0,1,0
362.4,0,32,1024,0,1,0,0,0
362.5,0,39,1521,0,1,0,0,0
362.5,1,31,961,0,0,1,0,0
362.5,0,18,324,1,0,0,0,0
362.6,1,28,784,0,0,0,1,0
363,0,24,576,0,0,0,1,0
363.9,1,26,676,0,1,0,0,0
364,1,59,3481,1,0,0,0,0
364,1,58,3364,0,0,1,0,0
364.8,1,46,2116,0,1,0,0,0
365,1,60,3600,1,0,0,0,0
365,0,21,441,0,0,0,1,0
365,1,44,1936,0,0,1,0,0
365,0,25,625,0,0,1,0,0
365,1,54,2916,0,1,0,0,0
365,0,34,1156,0,1,0,0,0
365,0,28,784,0,0,1,0,0
365.2,1,23,529,0,0,1,0,0
365.38,1,40,1600,0,0,0,0,1
365.38,0,24,576,1,0,0,0,0
365.38,0,25,625,0,0,1,0,0
365.38,0,43,1849,0,0,1,0,0
365.38,0,24,576,0,1,0,0,0
365.38,1,60,3600,0,1,0,0,0
365.38,1,35,1225,0,0,1,0,0
365.46,0,22,484,0,1,0,0,0
365.5,1,26,676,0,1,0,0,0
365.5,1,28,784,0,0,1,0,0
366.2,0,62,3844,0,0,1,0,0
366.45,0,30,900,0,1,0,0,0
366.73,1,54,2916,0,1,0,0,0
367,1,36,1296,0,0,1,0,0
367,1,43,1849,0,1,0,0,0
367.15,1,30,900,0,1,0,0,0
367.2,0,25,625,0,0,1,0,0
367.5,1,24,576,0,0,0,1,0
368,0,59,3481,0,1,0,0,0
368,1,51,2601,0,1,0,0,0
368,0,62,3844,0,1,0,0,0
368,0,61,3721,0,1,0,0,0
368,1,57,3249,0,1,0,0,0
368,0,58,3364,0,1,0,0,0
368,1,61,3721,0,1,0,0,0
368,0,30,900,0,1,0,0,0
368,0,58,3364,0,1,0,0,0
368,1,59,3481,0,1,0,0,0
368,0,25,625,0,0,1,0,0
368.4,1,58,3364,1,0,0,0,0
369,0,48,2304,0,0,1,0,0
369,1,42,1764,0,1,0,0,0
369,1,52,2704,0,1,0,0,0
369,0,36,1296,0,0,1,0,0
369,0,39,1521,0,1,0,0,0
369,0,65,4225,0,0,1,0,0
369,1,47,2209,0,0,1,0,0
369.23,0,33,1089,0,0,1,0,0
369.23,0,47,2209,0,1,0,0,0
369.23,0,50,2500,0,0,1,0,0
369.23,1,38,1444,0,0,1,0,0
369.23,1,51,2601,0,1,0,0,0
369.23,1,40,1600,0,1,0,0,0
369.23,1,45,2025,0,0,0,1,0
369.23,1,44,1936,0,1,0,0,0
369.23,1,52,2704,0,1,0,0,0
369.23,0,26,676,0,0,0,1,0
369.23,1,25,625,0,0,0,1,0
369.23,0,46,2116,0,0,1,0,0
369.23,1,43,1849,0,0,1,0,0
369.23,1,25,625,0,0,1,0,0
369.23,1,44,1936,0,1,0,0,0
369.23,1,31,961,0,0,1,0,0
369.23,1,31,961,0,1,0,0,0
369.23,1,47,2209,0,1,0,0,0
369.6,1,37,1369,1,0,0,0,0
370,1,22,484,0,0,1,0,0
370,1,38,1444,0,0,1,0,0
370,0,28,784,0,0,1,0,0
370,1,49,2401,0,1,0,0,0
370,1,47,2209,1,0,0,0,0
370,0,21,441,0,1,0,0,0
370,1,28,784,0,1,0,0,0
370,1,44,1936,0,1,0,0,0
370,1,58,3364,0,1,0,0,0
370,0,25,625,0,1,0,0,0
370,0,62,3844,1,0,0,0,0
370,1,37,1369,0,0,1,0,0
370,0,27,729,0,0,1,0,0
370,0,30,900,0,1,0,0,0
370.4,1,34,1156,1,0,0,0,0
370.5,1,37,1369,0,1,0,0,0
370.8,1,46,2116,0,0,1,0,0
371.2,0,21,441,0,1,0,0,0
371.4,1,21,441,1,0,0,0,0
372,1,43,1849,0,1,0,0,0
372,1,26,676,0,0,1,0,0
372,1,51,2601,0,1,0,0,0
372,1,31,961,0,0,1,0,0
372,1,21,441,0,1,0,0,0
372,1,30,900,0,0,1,0,0
372.4,0,43,1849,0,1,0,0,0
372.8,0,30,900,0,0,1,0,0
373.5,1,22,484,0,0,1,0,0
373.84,0,28,784,0,0,1,0,0
374,1,54,2916,0,0,1,0,0
374,1,43,1849,0,1,0,0,0
374,1,57,3249,0,1,0,0,0
374,0,39,1521,0,1,0,0,0
374,1,37,1369,0,0,0,1,0
374.4,1,39,1521,0,0,1,0,0
374.55,1,28,784,0,0,0,1,0
374.6,1,35,1225,0,0,0,1,0
375,0,26,676,0,0,0,1,0
375,1,18,324,0,1,0,0,0
375,1,20,400,0,0,1,0,0
375,1,48,2304,0,1,0,0,0
375,0,25,625,0,0,1,0,0
375,1,57,3249,0,0,1,0,0
375,1,45,2025,0,0,1,0,0
375,1,39,1521,0,1,0,0,0
375,1,58,3364,1,0,0,0,0
375,1,44,1936,1,0,0,0,0
375,1,48,2304,0,1,0,0,0
375,0,39,1521,0,0,0,0,1
375,1,21,441,0,0,1,0,0
375,0,38,1444,0,1,0,0,0
375,1,52,2704,0,1,0,0,0
375,0,42,1764,0,1,0,0,0
375,1,21,441,0,1,0,0,0
375,0,42,1764,0,1,0,0,0
375,0,49,2401,0,0,0,1,0
375,1,47,2209,0,1,0,0,0
375,0,52,2704,1,0,0,0,0
375,1,41,1681,0,1,0,0,0
375,0,45,2025,0,1,0,0,0
375,1,26,676,0,0,0,1,0
375,0,33,1089,0,0,0,1,0
375,1,54,2916,0,1,0,0,0
375,0,33,1089,0,0,1,0,0
375,1,53,2809,0,0,1,0,0
375,0,40,1600,0,1,0,0,0
375,0,37,1369,0,0,0,1,0
375,0,20,400,0,0,1,0,0
375,0,50,2500,0,1,0,0,0
375,0,52,2704,0,0,1,0,0
375,0,47,2209,0,0,1,0,0
375,0,35,1225,0,0,1,0,0
375,1,52,2704,0,1,0,0,0
375.5,1,40,1600,0,1,0,0,0
375.55,1,41,1681,0,0,1,0,0
375.9,1,47,2209,0,1,0,0,0
375.9,1,43,1849,0,1,0,0,0
375.9,1,47,2209,0,0,1,0,0
376,1,60,3600,1,0,0,0,0
376,0,33,1089,0,0,1,0,0
376,1,38,1444,0,1,0,0,0
376,0,24,576,0,0,0,1,0
376.8,1,55,3025,0,0,1,0,0
377.19,1,56,3136,0,0,1,0,0
377.77,0,26,676,0,0,0,1,0
378,0,46,2116,0,0,1,0,0
378,0,18,324,1,0,0,0,0
378,1,23,529,0,0,0,1,0
378,0,49,2401,0,0,1,0,0
378,0,22,484,0,0,1,0,0
378.6,1,41,1681,0,0,1,0,0
378.84,0,64,4096,0,0,1,0,0
378.84,1,45,2025,0,0,0,1,0
379.2,0,38,1444,0,0,1,0,0
379.2,1,37,1369,0,0,1,0,0
379.2,1,48,2304,0,1,0,0,0
379.5,0,27,729,0,0,1,0,0
379.6,1,46,2116,0,1,0,0,0
379.8,1,44,1936,0,0,1,0,0
380,0,28,784,1,0,0,0,0
380,1,39,1521,0,1,0,0,0
380,0,36,1296,1,0,0,0,0
380,1,26,676,0,0,1,0,0
380,0,30,900,0,1,0,0,0
380,0,30,900,0,0,1,0,0
380,0,50,2500,1,0,0,0,0
380,0,25,625,0,1,0,0,0
380,1,21,441,0,1,0,0,0
380,0,48,2304,1,0,0,0,0
380,1,44,1936,0,1,0,0,0
380,1,52,2704,0,1,0,0,0
380,0,24,576,1,0,0,0,0
380,1,26,676,0,1,0,0,0
380,1,51,2601,0,1,0,0,0
380,1,26,676,0,0,1,0,0
380,0,37,1369,0,0,1,0,0
380,1,26,676,0,1,0,0,0
380,1,19,361,0,1,0,0,0
380,0,21,441,0,1,0,0,0
380,0,36,1296,1,0,0,0,0
380,1,59,3481,0,0,1,0,0
380,0,34,1156,0,0,1,0,0
380,1,34,1156,0,0,0,1,0
380,0,21,441,0,1,0,0,0
380,1,25,625,1,0,0,0,0
380,1,22,484,0,0,1,0,0
380,1,42,1764,0,1,0,0,0
380,0,37,1369,1,0,0,0,0
380,0,28,784,0,0,1,0,0
380,1,22,484,0,1,0,0,0
380,0,21,441,0,1,0,0,0
380,0,35,1225,0,0,1,0,0
380,1,24,576,0,1,0,0,0
380,0,33,1089,0,1,0,0,0
380,0,18,324,1,0,0,0,0
380,1,43,1849,0,1,0,0,0
380,0,34,1156,0,0,1,0,0
380,0,35,1225,1,0,0,0,0
380,0,20,400,0,1,0,0,0
380,0,36,1296,0,1,0,0,0
380,0,27,729,0,0,1,0,0
380,1,62,3844,0,1,0,0,0
380,0,30,900,0,1,0,0,0
380,1,22,484,0,1,0,0,0
380.4,1,20,400,0,1,0,0,0
380.4,1,23,529,0,0,1,0,0
380.5,1,38,1444,0,0,1,0,0
380.76,1,41,1681,0,1,0,0,0
380.76,0,35,1225,0,0,0,0,1
380.76,0,23,529,0,0,0,1,0
380.8,1,59,3481,0,1,0,0,0
381.2,1,39,1521,0,1,0,0,0
381.6,0,60,3600,0,1,0,0,0
381.6,1,47,2209,0,1,0,0,0
381.6,1,34,1156,0,1,0,0,0
381.8,1,39,1521,0,1,0,0,0
381.9,0,34,1156,0,1,0,0,0
382.4,1,37,1369,0,0,1,0,0
382.4,1,55,3025,0,1,0,0,0
382.5,1,51,2601,1,0,0,0,0
382.5,0,43,1849,0,1,0,0,0
382.5,1,55,3025,0,0,0,1,0
382.5,0,24,576,0,0,1,0,0
382.5,1,38,1444,0,0,1,0,0
382.5,1,48,2304,0,0,1,0,0
383.3,1,37,1369,0,1,0,0,0
384,0,18,324,0,1,0,0,0
384,1,34,1156,0,0,1,0,0
384,1,37,1369,0,0,0,0,1
384,1,32,1024,1,0,0,0,0
384,1,44,1936,0,0,0,1,0
384,1,51,2601,0,1,0,0,0
384,1,57,3249,0,1,0,0,0
384,1,56,3136,0,0,1,0,0
384,1,52,2704,0,0,1,0,0
384,1,37,1369,0,0,1,0,0
384,0,41,1681,0,0,0,1,0
384,1,38,1444,0,0,1,0,0
384,1,51,2601,0,0,1,0,0
384,0,57,3249,0,1,0,0,0
384,0,22,484,0,0,1,0,0
384,1,62,3844,0,1,0,0,0
384,0,29,841,0,0,1,0,0
384,1,42,1764,0,0,0,1,0
384,1,46,2116,0,1,0,0,0
384,0,28,784,0,0,1,0,0
384,0,49,2401,0,1,0,0,0
384,1,45,2025,0,1,0,0,0
384,0,48,2304,0,1,0,0,0
384,0,25,625,0,1,0,0,0
384,0,20,400,1,0,0,0,0
384,1,41,1681,0,1,0,0,0
384,0,28,784,0,1,0,0,0
384,0,29,841,0,0,0,1,0
384,0,33,1089,0,0,1,0,0
384.5,1,55,3025,0,1,0,0,0
384.5,1,29,841,0,0,1,0,0
384.5,1,59,3481,0,0,1,0,0
384.59,1,54,2916,0,0,0,1,0
384.61,1,44,1936,0,1,0,0,0
384.61,0,44,1936,0,0,1,0,0
384.61,1,52,2704,0,0,1,0,0
384.61,1,39,1521,0,1,0,0,0
384.61,0,26,676,0,0,0,0,1
384.61,1,38,1444,0,0,1,0,0
384.61,1,34,1156,0,1,0,0,0
384.61,1,30,900,0,0,1,0,0
384.61,1,36,1296,0,0,0,1,0
384.61,0,34,1156,0,1,0,0,0
384.61,1,39,1521,0,1,0,0,0
384.61,0,35,1225,1,0,0,0,0
384.61,1,43,1849,0,0,1,0,0
384.61,1,42,1764,0,0,0,1,0
384.61,0,30,900,0,1,0,0,0
384.61,1,22,484,0,0,1,0,0
384.61,1,29,841,0,0,0,0,1
384.61,1,22,484,0,1,0,0,0
384.61,1,49,2401,0,0,0,1,0
384.61,1,59,3481,0,0,1,0,0
384.61,1,36,1296,0,0,1,0,0
384.61,1,37,1369,0,0,1,0,0
384.61,0,33,1089,0,1,0,0,0
384.61,1,57,3249,0,1,0,0,0
384.61,1,51,2601,0,0,1,0,0
384.61,1,49,2401,0,0,1,0,0
384.61,0,35,1225,0,1,0,0,0
384.61,1,30,900,0,1,0,0,0
384.61,0,51,2601,0,0,1,0,0
384.61,1,24,576,0,0,1,0,0
384.61,1,48,2304,0,0,1,0,0
384.61,1,43,1849,0,0,1,0,0
384.61,1,49,2401,0,1,0,0,0
384.61,0,33,1089,0,0,1,0,0
384.61,1,61,3721,1,0,0,0,0
384.61,0,35,1225,0,0,0,0,1
384.61,1,56,3136,0,1,0,0,0
384.61,0,58,3364,0,0,1,0,0
384.61,1,49,2401,0,1,0,0,0
384.61,1,52,2704,0,0,1,0,0
384.61,1,38,1444,0,0,0,1,0
384.61,1,42,1764,0,0,1,0,0
384.61,1,39,1521,0,0,0,1,0
384.61,0,38,1444,0,1,0,0,0
384.61,0,26,676,0,1,0,0,0
384.61,1,60,3600,0,1,0,0,0
384.61,0,49,2401,0,1,0,0,0
384.8,0,29,841,1,0,0,0,0
384.8,0,31,961,1,0,0,0,0
385,1,59,3481,0,1,0,0,0
385,0,33,1089,0,1,0,0,0
385,1,18,324,0,1,0,0,0
385,1,38,1444,0,1,0,0,0
385,0,23,529,0,0,1,0,0
385,0,34,1156,0,0,1,0,0
385,1,33,1089,0,0,1,0,0
385,0,44,1936,0,1,0,0,0
385,1,44,1936,0,0,1,0,0
385,0,33,1089,0,1,0,0,0
385,0,34,1156,0,1,0,0,0
385,1,50,2500,0,0,0,1,0
385,1,54,2916,0,0,1,0,0
385,0,62,3844,0,1,0,0,0
385,1,45,2025,0,0,0,1,0
385.2,1,38,1444,0,1,0,0,0
385.6,0,47,2209,0,0,1,0,0
386,1,21,441,0,0,1,0,0
386,1,48,2304,0,0,1,0,0
386,0,24,576,0,0,0,0,1
386,1,48,2304,0,1,0,0,0
386.4,1,25,625,0,0,1,0,0
386.5,1,45,2025,0,0,1,0,0
386.53,0,24,576,0,0,0,1,0
386.53,1,24,576,0,0,0,1,0
386.56,1,60,3600,0,0,1,0,0
386.8,1,51,2601,0,1,0,0,0
386.8,1,30,900,0,0,1,0,0
387,1,32,1024,0,0,1,0,0
387,1,18,324,0,1,0,0,0
387,1,21,441,0,1,0,0,0
387,0,22,484,0,1,0,0,0
387.5,1,24,576,0,1,0,0,0
387.6,0,23,529,0,1,0,0,0
388,0,28,784,0,1,0,0,0
388,0,20,400,0,0,1,0,0
388,1,45,2025,0,0,1,0,0
388,0,21,441,0,1,0,0,0
388,1,42,1764,0,1,0,0,0
388.46,1,36,1296,0,0,0,1,0
388.63,0,23,529,0,1,0,0,0
388.8,1,32,1024,0,0,0,1,0
388.8,1,28,784,0,1,0,0,0
388.8,1,34,1156,0,1,0,0,0
389,1,48,2304,0,0,1,0,0
389.2,1,40,1600,0,1,0,0,0
389.2,1,43,1849,0,1,0,0,0
389.2,1,53,2809,0,1,0,0,0
389.2,0,20,400,0,0,1,0,0
389.2,1,29,841,0,1,0,0,0
389.2,0,19,361,0,0,1,0,0
389.2,1,50,2500,0,1,0,0,0
389.5,1,32,1024,0,0,1,0,0
390,0,43,1849,0,0,1,0,0
390,1,32,1024,0,1,0,0,0
390,1,21,441,0,1,0,0,0
390,1,34,1156,0,0,0,0,1
390,1,40,1600,0,0,1,0,0
390,0,34,1156,0,1,0,0,0
390,0,36,1296,1,0,0,0,0
390,1,40,1600,0,1,0,0,0
390,1,34,1156,0,1,0,0,0
390,0,18,324,0,1,0,0,0
390,1,52,2704,0,1,0,0,0
390,0,24,576,0,0,0,1,0
390,1,27,729,0,0,1,0,0
390,0,18,324,0,1,0,0,0
390,0,47,2209,0,1,0,0,0
390,0,48,2304,0,0,1,0,0
390,0,37,1369,0,1,0,0,0
390,0,22,484,0,1,0,0,0
390,0,38,1444,0,1,0,0,0
390,1,19,361,0,1,0,0,0
390,0,21,441,0,1,0,0,0
390,1,44,1936,0,1,0,0,0
390,0,20,400,0,1,0,0,0
390,0,39,1521,0,0,0,1,0
390,1,56,3136,0,1,0,0,0
391.4,1,33,1089,0,1,0,0,0
391.6,1,43,1849,0,1,0,0,0
392,1,41,1681,0,1,0,0,0
392,1,45,2025,0,1,0,0,0
392,0,34,1156,0,0,1,0,0
392,1,39,1521,1,0,0,0,0
392,0,30,900,0,0,1,0,0
392,0,28,784,0,1,0,0,0
392,0,37,1369,0,1,0,0,0
392,1,33,1089,0,1,0,0,0
392,0,39,1521,0,1,0,0,0
392,1,59,3481,1,0,0,0,0
392.3,1,39,1521,0,0,0,1,0
392.3,1,33,1089,0,0,0,1,0
392.3,1,27,729,0,0,1,0,0
392.3,1,26,676,0,1,0,0,0
392.3,0,24,576,0,0,1,0,0
392.3,1,24,576,0,1,0,0,0
392.96,1,37,1369,0,0,0,1,0
393.75,0,32,1024,0,0,1,0,0
393.75,0,34,1156,0,1,0,0,0
394,1,51,2601,0,0,1,0,0
394,1,18,324,0,1,0,0,0
394,0,31,961,0,1,0,0,0
394,0,37,1369,1,0,0,0,0
394.23,1,45,2025,0,0,1,0,0
395,0,40,1600,0,1,0,0,0
395,1,45,2025,0,0,1,0,0
395,1,50,2500,0,1,0,0,0
395,0,43,1849,0,1,0,0,0
395,0,18,324,0,0,1,0,0
395.07,0,47,2209,0,1,0,0,0
395.2,1,52,2704,0,1,0,0,0
396,0,19,361,1,0,0,0,0
396,1,28,784,0,1,0,0,0
396,1,43,1849,0,0,1,0,0
396,1,58,3364,0,0,1,0,0
396,0,23,529,1,0,0,0,0
396,1,40,1600,0,1,0,0,0
397.4,1,41,1681,0,1,0,0,0
397.5,1,59,3481,0,1,0,0,0
397.5,1,28,784,0,0,1,0,0
398,1,36,1296,0,0,0,1,0
398.3,0,25,625,1,0,0,0,0
398.64,1,40,1600,0,0,1,0,0
398.8,0,19,361,0,1,0,0,0
399.6,0,33,1089,0,1,0,0,0
399.6,1,38,1444,0,0,1,0,0
399.6,1,42,1764,0,1,0,0,0
400,0,24,576,0,0,1,0,0
400,1,34,1156,0,1,0,0,0
400,0,36,1296,0,0,0,0,1
400,1,41,1681,0,1,0,0,0
400,1,27,729,0,0,1,0,0
400,0,26,676,0,1,0,0,0
400,1,51,2601,0,0,1,0,0
400,0,56,3136,1,0,0,0,0
400,1,54,2916,1,0,0,0,0
400,1,42,1764,0,1,0,0,0
400,0,27,729,0,1,0,0,0
400,0,50,2500,1,0,0,0,0
400,1,46,2116,1,0,0,0,0
400,1,38,1444,1,0,0,0,0
400,1,23,529,0,0,0,1,0
400,1,25,625,0,1,0,0,0
400,0,37,1369,0,1,0,0,0
400,1,41,1681,0,0,0,1,0
400,0,39,1521,0,1,0,0,0
400,1,32,1024,0,1,0,0,0
400,1,26,676,0,1,0,0,0
400,1,27,729,0,0,1,0,0
400,1,45,2025,1,0,0,0,0
400,0,25,625,0,1,0,0,0
400,0,33,1089,1,0,0,0,0
400,0,42,1764,1,0,0,0,0
400,0,32,1024,0,1,0,0,0
400,1,29,841,0,1,0,0,0
400,0,43,1849,0,1,0,0,0
400,1,52,2704,0,0,1,0,0
400,1,29,841,0,1,0,0,0
400,1,35,1225,0,0,1,0,0
400,1,32,1024,0,0,1,0,0
400,0,26,676,0,1,0,0,0
400,0,26,676,0,1,0,0,0
400,0,37,1369,1,0,0,0,0
400,0,58,3364,0,1,0,0,0
400,0,26,676,0,0,1,0,0
400,1,44,1936,0,0,1,0,0
400,1,59,3481,0,1,0,0,0
400,1,53,2809,0,0,1,0,0
400,1,40,1600,1,0,0,0,0
400,0,24,576,0,0,1,0,0
400,1,59,3481,0,1,0,0,0
400,1,21,441,0,1,0,0,0
400,0,47,2209,1,0,0,0,0
400,1,31,961,0,1,0,0,0
400,0,22,484,0,0,1,0,0
400,1,36,1296,0,0,1,0,0
400,0,40,1600,0,1,0,0,0
400,0,43,1849,1,0,0,0,0
400,1,41,1681,0,0,0,1,0
400,0,39,1521,0,1,0,0,0
400,0,37,1369,0,0,1,0,0
400,0,19,361,1,0,0,0,0
400,0,36,1296,1,0,0,0,0
400,0,32,1024,0,1,0,0,0
400,0,41,1681,1,0,0,0,0
400,0,23,529,0,1,0,0,0
400,1,31,961,0,0,1,0,0
400,1,31,961,0,0,1,0,0
400,0,52,2704,0,1,0,0,0
400,0,53,2809,0,0,0,1,0
400,0,31,961,0,1,0,0,0
400,0,22,484,0,1,0,0,0
400,0,34,1156,0,0,1,0,0
400,0,36,1296,0,0,0,1,0
400,0,34,1156,0,1,0,0,0
400,0,41,1681,0,1,0,0,0
400,0,46,2116,0,1,0,0,0
400,0,26,676,0,0,1,0,0
400,0,41,1681,0,0,0,0,1
400,1,37,1369,0,0,1,0,0
400,1,28,784,0,0,1,0,0
400,1,30,900,0,1,0,0,0
400,1,37,1369,0,1,0,0,0
400,0,24,576,0,1,0,0,0
400,0,28,784,0,1,0,0,0
400,0,21,441,0,1,0,0,0
400,1,48,2304,0,0,1,0,0
400,0,27,729,1,0,0,0,0
400,0,27,729,0,1,0,0,0
400,0,46,2116,1,0,0,0,0
400,0,35,1225,1,0,0,0,0
400,1,43,1849,1,0,0,0,0
400,1,60,3600,0,1,0,0,0
400,1,27,729,0,0,0,1,0
400,0,33,1089,0,0,1,0,0
400,0,30,900,0,1,0,0,0
400,0,38,1444,0,1,0,0,0
400,1,25,625,0,1,0,0,0
400,1,40,1600,0,1,0,0,0
400,0,30,900,0,0,1,0,0
400,1,40,1600,0,0,0,1,0
400,0,27,729,0,0,1,0,0
400,1,40,1600,0,1,0,0,0
400,1,50,2500,0,1,0,0,0
400,0,42,1764,0,1,0,0,0
400,1,54,2916,0,0,0,1,0
400,1,47,2209,0,1,0,0,0
400,1,22,484,0,0,1,0,0
400,1,56,3136,0,1,0,0,0
400,0,21,441,0,1,0,0,0
400,0,27,729,1,0,0,0,0
400,0,28,784,1,0,0,0,0
400,1,34,1156,0,1,0,0,0
400,0,33,1089,0,0,1,0,0
400,0,42,1764,0,0,0,1,0
400,1,33,1089,0,0,1,0,0
400,0,25,625,0,0,1,0,0
400,1,23,529,0,0,1,0,0
400,1,32,1024,0,1,0,0,0
400,1,35,1225,0,0,1,0,0
400,0,32,1024,0,0,1,0,0
400,1,54,2916,0,0,1,0,0
400,1,26,676,0,1,0,0,0
400,1,24,576,0,0,1,0,0
400,0,26,676,0,0,1,0,0
400,1,26,676,0,1,0,0,0
400,1,26,676,0,1,0,0,0
400,0,55,3025,1,0,0,0,0
400,1,23,529,0,1,0,0,0
400,0,28,784,0,0,1,0,0
400,0,43,1849,0,1,0,0,0
400,1,64,4096,0,1,0,0,0
400,1,58,3364,0,1,0,0,0
400,1,45,2025,1,0,0,0,0
400,0,34,1156,0,1,0,0,0
400,1,22,484,0,1,0,0,0
400,0,47,2209,0,0,1,0,0
400,1,34,1156,0,0,0,0,1
400,1,23,529,0,0,1,0,0
400,1,31,961,0,0,1,0,0
400,1,22,484,0,1,0,0,0
400,1,20,400,1,0,0,0,0
400,1,29,841,0,0,0,1,0
400,1,41,1681,0,0,1,0,0
400,0,43,1849,1,0,0,0,0
400,0,25,625,1,0,0,0,0
400,1,57,3249,0,1,0,0,0
400,1,62,3844,0,1,0,0,0
400,1,48,2304,0,1,0,0,0
400,0,60,3600,1,0,0,0,0
400,0,47,2209,1,0,0,0,0
400,1,27,729,0,1,0,0,0
400,0,25,625,1,0,0,0,0
400,0,22,484,1,0,0,0,0
400,0,34,1156,0,1,0,0,0
400,0,51,2601,0,1,0,0,0
400,0,36,1296,1,0,0,0,0
400,0,41,1681,0,0,1,0,0
400,1,42,1764,0,0,1,0,0
400,1,31,961,0,1,0,0,0
400,1,28,784,0,0,1,0,0
400,0,19,361,1,0,0,0,0
400,1,31,961,0,1,0,0,0
400,0,57,3249,1,0,0,0,0
400,0,27,729,0,1,0,0,0
400,0,44,1936,0,0,1,0,0
400,1,39,1521,0,0,1,0,0
400,0,40,1600,0,1,0,0,0
400,0,27,729,0,1,0,0,0
400,0,58,3364,0,1,0,0,0
400,1,37,1369,1,0,0,0,0
400,0,46,2116,0,0,0,1,0
400,1,40,1600,0,0,0,1,0
400,0,44,1936,0,0,1,0,0
400,1,30,900,0,1,0,0,0
400,1,53,2809,0,0,1,0,0
400,0,21,441,1,0,0,0,0
400,1,26,676,0,0,0,0,1
400,1,65,4225,0,1,0,0,0
400,0,25,625,0,0,1,0,0
400,0,53,2809,0,1,0,0,0
400,1,53,2809,0,0,0,1,0
400,1,47,2209,0,0,0,0,1
400,0,22,484,0,0,1,0,0
400,1,32,1024,0,0,1,0,0
400,1,28,784,0,0,1,0,0
400,1,20,400,0,1,0,0,0
400,1,62,3844,0,1,0,0,0
400,0,55,3025,0,1,0,0,0
400,1,48,2304,0,0,1,0,0
400,1,35,1225,0,1,0,0,0
400,0,39,1521,0,1,0,0,0
400,1,53,2809,1,0,0,0,0
400,0,34,1156,1,0,0,0,0
400,1,42,1764,0,1,0,0,0
400,1,48,2304,0,1,0,0,0
400,0,30,900,0,0,1,0,0
400,0,23,529,0,0,1,0,0
400,0,22,484,0,1,0,0,0
400,0,22,484,0,1,0,0,0
400,0,46,2116,0,1,0,0,0
400,0,28,784,0,1,0,0,0
400,1,22,484,0,0,1,0,0
400,1,28,784,1,0,0,0,0
400,0,27,729,0,1,0,0,0
400,1,51,2601,0,1,0,0,0
400,1,50,2500,0,1,0,0,0
400,0,41,1681,1,0,0,0,0
400,0,27,729,1,0,0,0,0
400,1,21,441,0,0,1,0,0
400,1,29,841,0,0,1,0,0
400,1,26,676,0,1,0,0,0
400,1,55,3025,0,0,1,0,0
400,1,34,1156,0,0,1,0,0
400,1,47,2209,0,0,1,0,0
400,1,43,1849,0,1,0,0,0
400,1,47,2209,0,1,0,0,0
400,1,39,1521,0,0,0,1,0
400,1,26,676,0,0,1,0,0
400,0,21,441,0,0,1,0,0
400,1,22,484,0,0,1,0,0
400,1,54,2916,0,1,0,0,0
400,1,41,1681,0,0,1,0,0
400,0,38,1444,0,0,0,1,0
400,1,60,3600,0,0,1,0,0
400,0,63,3969,0,0,1,0,0
400,1,34,1156,1,0,0,0,0
400,0,33,1089,0,0,1,0,0
400,1,36,1296,0,1,0,0,0
400,0,23,529,0,0,0,1,0
400,0,37,1369,0,0,1,0,0
400,0,36,1296,0,1,0,0,0
400,1,49,2401,0,0,1,0,0
400,1,40,1600,0,0,1,0,0
400,0,25,625,0,1,0,0,0
400,1,37,1369,0,1,0,0,0
400,1,25,625,0,0,0,1,0
400,1,28,784,0,0,1,0,0
400,0,37,1369,1,0,0,0,0
400,0,25,625,1,0,0,0,0
400,1,47,2209,0,0,1,0,0
400,1,57,3249,0,1,0,0,0
400,1,41,1681,0,1,0,0,0
400,0,25,625,0,0,0,1,0
400,0,28,784,0,1,0,0,0
400,0,25,625,0,1,0,0,0
400,0,25,625,0,0,1,0,0
400,0,56,3136,0,1,0,0,0
400,0,28,784,1,0,0,0,0
400,0,22,484,0,1,0,0,0
400,1,51,2601,0,0,1,0,0
400,1,37,1369,0,1,0,0,0
400,1,28,784,0,1,0,0,0
400,1,35,1225,0,1,0,0,0
400,1,50,2500,0,1,0,0,0
400,0,24,576,1,0,0,0,0
400,1,22,484,0,0,1,0,0
400,0,44,1936,0,1,0,0,0
400,1,38,1444,0,1,0,0,0
400,0,36,1296,0,1,0,0,0
400,1,26,676,0,1,0,0,0
400,1,23,529,0,0,0,1,0
400,0,59,3481,0,1,0,0,0
400,0,48,2304,1,0,0,0,0
400,1,37,1369,0,1,0,0,0
400,0,18,324,0,1,0,0,0
400,1,47,2209,0,1,0,0,0
400,0,45,2025,0,0,1,0,0
400,1,40,1600,0,1,0,0,0
